Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,raw_role,mapped_role
Dharineesh ,Male,21,software/technology,yes,hadoop,testing,cloud computing,system developer,Testing and Maintainance Services,Self help,Technical,smart worker,Technical Support,Technical Support,other
Dharna Mishra,Female,20,software/technology,no,shell programming,game development,cloud computing,cloud computing,product development,Horror,Technical,smart worker,Technical Support,Technical Support,other
Dhinesh Kumar K,Male,22,software/technology,yes,python,testing,Computer Architecture,cloud computing,Product based,Action and Adventure,Technical,hard worker,Technical Support,Technical Support,other
Dhiraj Thakare,Male,21,software/technology,no,machine learning,data science,Software Engineering,security,Sales and Marketing,Mystery,Management,hard worker,Technical Support,Technical Support,other
Dhruvi Shah,Female,23,software/technology,yes,app development,web tech,medium,cloud computing,developer,yes,Series,Technical,Technical Support,Technical Support,other
Dileep Kella,Male,22,software/technology,yes,machine learning,hacking,data engineering,system developer,Service Based,Satire,Management,hard worker,Technical Support,Technical Support,other
Dilip Patnaik,Male,20,software/technology,yes,hadoop,data science,hacking,security,Finance,Cookbooks,Technical,hard worker,Technical Support,Technical Support,other
dinesh,Male,21,software/technology,yes,information security,hacking,Computer Architecture,developer,Testing and Maintainance Services,Self help,Management,smart worker,Technical Support,Technical Support,other
Dinesh Kapadia,Male,22,software/technology,no,hadoop,cloud computing,parallel computing,Business process analyst,Sales and Marketing,Diaries,Technical,smart worker,Technical Support,Technical Support,other
Dinesh Kumar,Male,23,software/technology,no,hadoop,hacking,parallel computing,testing,BPA,Dictionaries,Management,smart worker,Technical Support,Technical Support,other
Dinesh Kumar R,Male,20,software/technology,yes,r programming,web tech,excellent,parallel computing,developer,yes,Self help,Technical,Technical Support,Technical Support,other
Dinika Rao,Male,22,software/technology,no,distro making,testing,cloud computing,testing,Testing and Maintainance Services,Drama,Management,hard worker,Technical Support,Technical Support,other
Divanshi sharma ,Female,21,software/technology,yes,hadoop,system designing,cloud computing,developer,Finance,Drama,Technical,smart worker,Technical Support,Technical Support,other
Divya,Female,23,software/technology,yes,shell programming,database security,data engineering,security,Cloud Services,Anthology,Management,smart worker,Technical Support,Technical Support,other
Divya,Female,22,software/technology,no,distro making,web tech,excellent,parallel computing,developer,no,Drama,Technical,Technical Support,Technical Support,other
Divya Bharath ,Female,20,software/technology,no,information security,testing,data engineering,developer,product development,Horror,Technical,smart worker,Technical Support,Technical Support,other
Divyansh kesharwani,Male,21,software/technology,no,information security,database security,networks,cloud computing,Sales and Marketing,Anthology,Management,smart worker,Technical Support,Technical Support,other
Diwakar Kuruba,Male,22,software/technology,no,distro making,web tech,medium,data engineering,Business process analyst,no,Diaries,Management,Technical Support,Technical Support,other
Diya,Female,23,software/technology,yes,distro making,web tech,poor,parallel computing,developer,no,Biographies,Technical,Technical Support,Technical Support,other
Doddipalli Sreehari reddy,Male,20,software/technology,no,machine learning,data science,Management,security,Cloud Services,Poetry,Technical,smart worker,Technical Support,Technical Support,other
Dr.Anamika pandey ,Female,22,software/technology,no,machine learning,web tech,poor,data engineering,Business process analyst,yes,Science fiction,Technical,Technical Support,Technical Support,other
Durgesh Bhangale,Male,21,software/technology,no,r programming,hacking,Software Engineering,Business process analyst,Web Services,Self help,Technical,smart worker,Technical Support,Technical Support,other
Durgesh k anand,Male,22,software/technology,no,machine learning,testing,networks,security,Testing and Maintainance Services,History,Management,hard worker,Technical Support,Technical Support,other
Ediga Ashok Goud,Male,35,software/technology,no,information security,web tech,poor,Software Engineering,developer,no,Mystery,Management,Technical Support,Technical Support,other
Ekta,Female,33,software/technology,no,machine learning,web tech,medium,Management,system developer,no,Prayer books,Management,Technical Support,Technical Support,other
Elavarasan,Male,37,software/technology,yes,app development,hacking,networks,security,product development,Biographies,Technical,smart worker,Technical Support,Technical Support,other
Elavarasan P,Male,29,software/technology,yes,distro making,cloud computing,data engineering,developer,Sales and Marketing,History,Technical,smart worker,Technical Support,Technical Support,other
Eldo,Male,31,software/technology,yes,hadoop,data science,IOT,system developer,Testing and Maintainance Services,Biographies,Technical,smart worker,Technical Support,Technical Support,other
ERUVURI VAMSI KRISHNA ,Male,35,software/technology,no,shell programming,cloud computing,programming,developer,SAaS services,Self help,Management,hard worker,Technical Support,Technical Support,other
Eshwar sagar,Male,37,software/technology,no,r programming,web tech,excellent,parallel computing,testing,yes,Action and Adventure,Technical,Technical Support,Technical Support,other
Fahimhusain Raydurg,Male,29,software/technology,yes,machine learning,cloud computing,hacking,cloud computing,Web Services,Anthology,Technical,smart worker,Technical Support,Technical Support,other
Faisal Khan ,Male,33,software/technology,yes,machine learning,data science,parallel computing,developer,SAaS services,Prayer books,Management,hard worker,Technical Support,Technical Support,other
Faizulraza Vakil ,Male,22,software/technology,yes,hadoop,cloud computing,networks,cloud computing,Product based,Horror,Management,hard worker,Technical Support,Technical Support,other
FAIZUR RAHMAN BABUL,Male,21,software/technology,no,machine learning,web tech,poor,Computer Architecture,testing,yes,Science,Management,Technical Support,Technical Support,other
Farhan ,Male,23,software/technology,no,python,web tech,medium,Software Engineering,cloud computing,yes,Poetry,Management,Technical Support,Technical Support,other
Farhat N,Female,22,software/technology,yes,machine learning,data science,data engineering,developer,Cloud Services,Horror,Management,smart worker,Technical Support,Technical Support,other
Farid Khan,Male,21,software/technology,yes,information security,game development,programming,Business process analyst,BPA,Poetry,Technical,hard worker,Technical Support,Technical Support,other
Fasak,Male,20,software/technology,yes,distro making,testing,programming,security,SAaS services,Science fiction,Management,smart worker,Technical Support,Technical Support,other
Fuzail Khan,Male,22,software/technology,no,app development,web tech,medium,Software Engineering,developer,yes,Prayer books,Technical,Technical Support,Technical Support,other
G Niranjan Rahul,Male,21,software/technology,yes,full stack,hacking,Management,Business process analyst,Product based,Biographies,Management,smart worker,Technical Support,Technical Support,other
G Niranjan Rahul,Male,23,software/technology,yes,app development,cloud computing,Management,Business process analyst,Service Based,Art,Technical,smart worker,Technical Support,Technical Support,other
G.Bhaskar,Male,20,software/technology,yes,distro making,system designing,data engineering,Business process analyst,Testing and Maintainance Services,Dictionaries,Technical,hard worker,Technical Support,Technical Support,other
G.Harini,Female,22,software/technology,yes,shell programming,web tech,excellent,cloud computing,security,no,Self help,Technical,Technical Support,Technical Support,other
G.Swati ,Female,21,software/technology,yes,machine learning,system designing,Software Engineering,system developer,Web Services,Encyclopedias,Management,hard worker,Technical Support,Technical Support,other
