Name,Gender,Age,domain,courses did,skills,certificates or course,Interested,interested career preference,intrested company,Interested Type of Books,Management or Technical,hard/smart worker,Suggested Job Role,skills_norm
Mohammad Tahereem ,Male,22,software/technology,no,distro making,hacking,parallel computing,developer,Web Services,Poetry,Technical,smart worker,Technical Support,distro making
MOHAMMAD YAKUB,Male,21,software/technology,no,distro making,testing,Software Engineering,Business process analyst,SAaS services,Encyclopedias,Management,smart worker,Technical Support,distro making
MOHAMMAD YAKUB,Male,23,software/technology,yes,full stack,web tech,excellent,hacking,system developer,no,Poetry,Management,Technical Support,full stack
Mohammed Abdul Kareem Qureshi,Male,22,software/technology,no,shell programming,database security,cloud computing,Business process analyst,Testing and Maintainance Services,Math,Management,hard worker,Technical Support,shell programming
MOHAMMED AKRAM A H,Male,20,software/technology,yes,machine learning,testing,Management,developer,SAaS services,Satire,Technical,smart worker,Technical Support,machine learning
Mohammed Junaid Khan ,Male,21,software/technology,yes,python,hacking,Computer Architecture,Business process analyst,Finance,Dictionaries,Management,hard worker,Technical Support,python
Mohammed kagalwala ,Male,23,software/technology,yes,r programming,testing,IOT,security,SAaS services,Horror,Technical,smart worker,Technical Support,programming
Mohammed mehdi ali,Male,22,software/technology,no,r programming,data science,networks,cloud computing,BPA,Comics,Management,hard worker,Technical Support,programming
Mohammed Suleman Saud Alam Ansari ,Male,21,software/technology,no,machine learning,database security,data engineering,developer,Service Based,History,Management,smart worker,Technical Support,machine learning
Mohammed Tahoor Uddin Abir,Male,22,software/technology,no,app development,cloud computing,Software Engineering,security,Product based,Science fiction,Technical,hard worker,Technical Support,ios app development
Mohammed vaseem ahmed,Male,21,software/technology,no,distro making,data science,IOT,security,Product based,Self help,Technical,smart worker,Technical Support,distro making
Mohan singh,Male,23,software/technology,yes,machine learning,data science,programming,Business process analyst,Cloud Services,Self help,Management,smart worker,Technical Support,machine learning
Mohanapriya. R,Female,22,software/technology,no,python,web tech,excellent,hacking,developer,yes,Childrens,Technical,Technical Support,python
MOHANAPRIYA.R,Female,20,software/technology,no,distro making,database security,programming,developer,Web Services,Dictionaries,Management,hard worker,Technical Support,distro making
Mohd Aaquib Mohd Hafeez,Male,21,software/technology,no,information security,web tech,medium,networks,cloud computing,yes,Health,Management,Technical Support,information security
Mohd Aaquib Mohd Hafeez,Male,23,software/technology,no,distro making,system designing,programming,cloud computing,Cloud Services,Satire,Management,smart worker,Technical Support,distro making
Mohd Abdul Hakeem,Male,22,software/technology,no,hadoop,cloud computing,parallel computing,Business process analyst,Product based,Biographies,Technical,hard worker,Technical Support,hadoop
Mohd Afrozuddin,Male,20,software/technology,yes,full stack,testing,Management,system developer,Testing and Maintainance Services,History,Technical,hard worker,Technical Support,full stack
MOHD AMER HUSSAIN ,Male,21,software/technology,no,shell programming,hacking,hacking,cloud computing,product development,Series,Technical,hard worker,Technical Support,shell programming
Mohd faris khan,Male,23,software/technology,yes,shell programming,game development,cloud computing,system developer,Web Services,Self help,Management,hard worker,Technical Support,shell programming
Mohd Nauman Valsangkar ,Male,22,software/technology,no,shell programming,hacking,parallel computing,Business process analyst,Testing and Maintainance Services,Self help,Management,smart worker,Technical Support,shell programming
Mohd naveed,Male,21,software/technology,yes,machine learning,testing,networks,developer,Sales and Marketing,Satire,Technical,hard worker,Technical Support,machine learning
Mohd yaser arafath,Male,23,software/technology,no,distro making,cloud computing,parallel computing,security,Product based,Journals,Technical,hard worker,Technical Support,distro making
Mohsin ali,Male,22,software/technology,yes,machine learning,cloud computing,Management,system developer,product development,Cookbooks,Technical,hard worker,Technical Support,machine learning
Momi das,Female,20,software/technology,yes,app development,web tech,excellent,Computer Architecture,cloud computing,yes,Health,Management,Technical Support,ios app development
Monalisa Swain,Female,21,software/technology,yes,r programming,data science,programming,cloud computing,Product based,Math,Management,hard worker,Technical Support,programming
Monika Gupta,Female,23,software/technology,yes,r programming,game development,Computer Architecture,testing,Service Based,Satire,Management,smart worker,Technical Support,programming
Mothilal.S,Male,22,software/technology,no,full stack,testing,IOT,Business process analyst,SAaS services,Science fiction,Technical,smart worker,Technical Support,full stack
Mounika,Female,20,software/technology,yes,information security,testing,cloud computing,developer,Service Based,Art,Management,smart worker,Technical Support,information security
Mounika ,Female,21,software/technology,no,hadoop,game development,hacking,system developer,Service Based,Trilogy,Management,smart worker,Technical Support,hadoop
Mridul Gupta,Male,23,software/technology,no,machine learning,database security,networks,cloud computing,Cloud Services,Horror,Technical,smart worker,Technical Support,machine learning
Mrunal,Male,22,software/technology,yes,r programming,cloud computing,data engineering,developer,Finance,Science,Technical,smart worker,Technical Support,programming
Mrunali Dupare,Female,21,software/technology,no,r programming,web tech,excellent,IOT,system developer,yes,Self help,Management,Technical Support,programming
Mrutyunjaya Biswal,Male,23,software/technology,yes,machine learning,web tech,excellent,hacking,Business process analyst,yes,Journals,Technical,Technical Support,machine learning
Mudit,Male,22,software/technology,no,distro making,hacking,Computer Architecture,system developer,Testing and Maintainance Services,Health,Management,hard worker,Technical Support,distro making
Mudiyam Jayanthi,Female,20,software/technology,yes,full stack,hacking,IOT,Business process analyst,Service Based,Math,Management,smart worker,Technical Support,full stack
Muhammad Tabish,Male,21,software/technology,yes,machine learning,web tech,medium,cloud computing,Business process analyst,yes,Series,Technical,Technical Support,machine learning
Muhammed Yaseen,Male,22,software/technology,no,machine learning,system designing,cloud computing,cloud computing,Testing and Maintainance Services,Science,Technical,smart worker,Technical Support,machine learning
Mukhtar Shaikh ,Male,20,software/technology,no,python,system designing,IOT,testing,Testing and Maintainance Services,Cookbooks,Technical,hard worker,Technical Support,python
MUKTHAR HABIB ,Male,21,software/technology,yes,distro making,game development,parallel computing,cloud computing,product development,Art,Management,hard worker,Technical Support,distro making
Munazzah shaikh,Female,23,software/technology,yes,python,hacking,data engineering,system developer,SAaS services,Horror,Management,hard worker,Technical Support,python
Munazzah shaikh,Female,22,software/technology,yes,information security,cloud computing,Computer Architecture,system developer,Product based,Horror,Management,smart worker,Technical Support,information security
Murali Krishna,Male,21,software/technology,yes,machine learning,database security,programming,system developer,BPA,Health,Management,smart worker,Technical Support,machine learning
